CUE,RESPONSE,RESPONSE.TOKEN,RESPONSE.LEMMA,POS,Source
postmaster,send mail,send,send,VERB,MSU-TEXAS
postmaster,send mail,mail,mail,NOUN,MSU-TEXAS
postmaster,receive mail,receive,receive,VERB,MSU-TEXAS
postmaster,receive mail,mail,mail,NOUN,MSU-TEXAS
cart,for shopping,shopping,shop,VERB,MSU-TEXAS
cart,for moving,moving,move,VERB,MSU-TEXAS
cart,for holding items,holding,hold,VERB,MSU-TEXAS
cart,for holding items,items,item,NOUN,MSU-TEXAS
cart,to be rolled ,rolled,roll,VERB,MSU-TEXAS
footplate,to place feet on,place,place,NOUN,MSU-TEXAS
footplate,to place feet on,feet,foot,NOUN,MSU-TEXAS
sportswriter,to cover sports news,cover,cover,NOUN,MSU-TEXAS
sportswriter,to cover sports news,sports,sport,NOUN,MSU-TEXAS
sportswriter,to cover sports news,news,news,NOUN,MSU-TEXAS
sportswriter,publish articles,publish,publish,VERB,MSU-TEXAS
sportswriter,publish articles,articles,article,NOUN,MSU-TEXAS
sportswriter,write blogs,write,write,VERB,MSU-TEXAS
sportswriter,write blogs,blogs,blog,NOUN,MSU-TEXAS
sportswriter,be a sports anchor,sports,sport,NOUN,MSU-TEXAS
sportswriter,be a sports anchor,anchor,anchor,NOUN,MSU-TEXAS
limestone,used to make jewelry,used,use,VERB,MSU-TEXAS
limestone,used to make jewelry,make,make,VERB,MSU-TEXAS
limestone,used to make jewelry,jewelry,jewelry,NOUN,MSU-TEXAS
postage,used to send packages,used,use,VERB,MSU-TEXAS
postage,used to send packages,send,send,VERB,MSU-TEXAS
postage,used to send packages,packages,packages,NOUN,MSU-TEXAS
lumber,can be chopped down,can,can,AUX,MSU-TEXAS
lumber,can be chopped down,chopped,chop,VERB,MSU-TEXAS
lumber,may be sold,may,may,AUX,MSU-TEXAS
lumber,may be sold,sold,sell,VERB,MSU-TEXAS
lumber,placed in lumber yards,placed,place,VERB,MSU-TEXAS
lumber,placed in lumber yards,lumber,lumber,NOUN,MSU-TEXAS
lumber,placed in lumber yards,yards,yard,NOUN,MSU-TEXAS
lumber,used for firewood,used,use,VERB,MSU-TEXAS
lumber,used for firewood,firewood,firewood,NOUN,MSU-TEXAS
lumber,used to build shelter,used,use,VERB,MSU-TEXAS
lumber,used to build shelter,build,build,VERB,MSU-TEXAS
lumber,used to build shelter,shelter,shelter,NOUN,MSU-TEXAS
plow,used to plow trees,used,use,VERB,MSU-TEXAS
plow,used to plow trees,plow,plow,VERB,MSU-TEXAS
plow,used to plow trees,trees,tree,NOUN,MSU-TEXAS
plow,used in farming,used,use,VERB,MSU-TEXAS
plow,used in farming,farming,far,NOUN,MSU-TEXAS
tights,to keep warm,keep,keep,VERB,MSU-TEXAS
tights,to keep warm,warm,warm,ADJ,MSU-TEXAS
tights,give an extra layer,give,give,VERB,MSU-TEXAS
tights,give an extra layer,extra,extra,ADJ,MSU-TEXAS
tights,give an extra layer,layer,layer,NOUN,MSU-TEXAS
tights,keep covered,keep,keep,VERB,MSU-TEXAS
tights,keep covered,covered,cover,VERB,MSU-TEXAS
tights,helps with compression ,helps,help,VERB,MSU-TEXAS
tights,helps with compression ,compression,compression,NOUN,MSU-TEXAS
crumb,can be eaten,can,can,AUX,MSU-TEXAS
crumb,can be eaten,eaten,eat,VERB,MSU-TEXAS
crumb,cleaned,cleaned,clean,VERB,MSU-TEXAS
crumb,thrown away,thrown,throw,VERB,MSU-TEXAS
crumb,thrown away,away,away,ADV,MSU-TEXAS
crumb,used in meals,used,use,VERB,MSU-TEXAS
crumb,used in meals,meals,meal,NOUN,MSU-TEXAS
litter,for cats to go to restroom,cats,cat,NOUN,MSU-TEXAS
litter,for cats to go to restroom,go,go,VERB,MSU-TEXAS
litter,for cats to go to restroom,restroom,restroom,NOUN,MSU-TEXAS
litter,may be sold,may,may,AUX,MSU-TEXAS
litter,may be sold,sold,sell,VERB,MSU-TEXAS
litter,can be cleaned,can,can,AUX,MSU-TEXAS
litter,can be cleaned,cleaned,clean,VERB,MSU-TEXAS
spit,spit out,spit,spit,VERB,MSU-TEXAS
spit,keep mouth not dry,keep,keep,VERB,MSU-TEXAS
spit,keep mouth not dry,mouth,mouth,NOUN,MSU-TEXAS
spit,keep mouth not dry,dry,dry,ADJ,MSU-TEXAS
spit,keep lips not dry,keep,keep,VERB,MSU-TEXAS
spit,keep lips not dry,lips,lip,NOUN,MSU-TEXAS
spit,keep lips not dry,dry,dry,ADJ,MSU-TEXAS
spit,used for breaking down foods,used,use,VERB,MSU-TEXAS
spit,used for breaking down foods,breaking,break,VERB,MSU-TEXAS
spit,used for breaking down foods,foods,food,NOUN,MSU-TEXAS
spit,mastication,mastication,masticate,VERB,MSU-TEXAS
police,keep people safe,keep,keep,VERB,MSU-TEXAS
police,keep people safe,people,people,NOUN,MSU-TEXAS
police,keep people safe,safe,safe,ADJ,MSU-TEXAS
police,respond to emergency,respond,respond,VERB,MSU-TEXAS
police,respond to emergency,emergency,emergency,NOUN,MSU-TEXAS
police,jumpstart car,jumpstart,jumpstart,VERB,MSU-TEXAS
police,jumpstart car,car,car,NOUN,MSU-TEXAS
pinecone,may be eaten,may,may,AUX,MSU-TEXAS
pinecone,may be eaten,eaten,eat,VERB,MSU-TEXAS
pinecone,used for scent,used,use,VERB,MSU-TEXAS
pinecone,used for scent,scent,scent,NOUN,MSU-TEXAS
stuff,used for anything,used,use,VERB,MSU-TEXAS
stuff,used for anything,anything,anything,PRON,MSU-TEXAS
stuff,cleaned,cleaned,clean,VERB,MSU-TEXAS
stuff,hoarded,hoarded,hoard,VERB,MSU-TEXAS
stuff,thrown away,thrown,throw,VERB,MSU-TEXAS
stuff,thrown away,away,away,ADV,MSU-TEXAS
stuff,gifted,gifted,gift,VERB,MSU-TEXAS
backbone,to support you back,support,support,NOUN,MSU-TEXAS
backbone,to support you back,back,back,ADV,MSU-TEXAS
backbone,hold body upright,hold,hold,VERB,MSU-TEXAS
backbone,hold body upright,body,body,NOUN,MSU-TEXAS
backbone,hold body upright,upright,upright,VERB,MSU-TEXAS
backbone,posture,posture,posture,NOUN,MSU-TEXAS
earring,jewelry,jewelry,jewelry,NOUN,MSU-TEXAS
earring,accessory,accessory,accessory,INTJ,MSU-TEXAS
earring,piercing,piercing,piercing,NOUN,MSU-TEXAS
flannels,wear,wear,wear,VERB,MSU-TEXAS
flannels,keep warm,keep,keep,VERB,MSU-TEXAS
flannels,keep warm,warm,warm,VERB,MSU-TEXAS
flannels,style,style,style,NOUN,MSU-TEXAS
flannels,for fall,fall,fall,NOUN,MSU-TEXAS
brassiere,support,support,support,NOUN,MSU-TEXAS
brassiere,wear,wear,wear,VERB,MSU-TEXAS
brassiere,cover,cover,cover,VERB,MSU-TEXAS
brassiere,comfortable,comfortable,comfortable,ADJ,MSU-TEXAS
hairpin,accessories,accessories,accessory,NOUN,MSU-TEXAS
hairpin,get hair out of the way,get,get,VERB,MSU-TEXAS
hairpin,get hair out of the way,hair,hair,NOUN,MSU-TEXAS
hairpin,get hair out of the way,way,way,NOUN,MSU-TEXAS
vagina,pee,pee,pee,VERB,MSU-TEXAS
vagina,bleed,bleed,bleed,VERB,MSU-TEXAS
vagina,to have children,children,child,NOUN,MSU-TEXAS
vagina,hygiene ,hygiene,hygiene,NOUN,MSU-TEXAS
driftwood,make a fire,make,make,VERB,MSU-TEXAS
driftwood,make a fire,fire,fire,NOUN,MSU-TEXAS
driftwood,burn,burn,burn,VERB,MSU-TEXAS
driftwood,shelter,shelter,shelter,NOUN,MSU-TEXAS
cord,charger,charger,charger,NOUN,MSU-TEXAS
cord,hair straightener,hair,hair,NOUN,MSU-TEXAS
cord,hair straightener,straightener,straightener,NOUN,MSU-TEXAS
cord,computer charger,computer,computer,NOUN,MSU-TEXAS
cord,computer charger,charger,charger,NOUN,MSU-TEXAS
cord,lights,lights,light,NOUN,MSU-TEXAS
cord,fans,fans,fan,NOUN,MSU-TEXAS
tuba,play music,play,play,VERB,MSU-TEXAS
tuba,play music,music,music,NOUN,MSU-TEXAS
tuba,make money,make,make,VERB,MSU-TEXAS
tuba,make money,money,money,NOUN,MSU-TEXAS
tuba,be in a band,band,band,NOUN,MSU-TEXAS
booth,take pictures,take,take,VERB,MSU-TEXAS
booth,take pictures,pictures,picture,NOUN,MSU-TEXAS
booth,sell food,sell,sell,VERB,MSU-TEXAS
booth,sell food,food,food,NOUN,MSU-TEXAS
booth,sell drinks,sell,sell,VERB,MSU-TEXAS
booth,sell drinks,drinks,drink,NOUN,MSU-TEXAS
booth,sell prizes,sell,sell,VERB,MSU-TEXAS
booth,sell prizes,prizes,prize,NOUN,MSU-TEXAS
fisherman,catch fish,catch,catch,VERB,MSU-TEXAS
fisherman,catch fish,fish,fish,NOUN,MSU-TEXAS
fisherman,make money,make,make,VERB,MSU-TEXAS
fisherman,make money,money,money,NOUN,MSU-TEXAS
Cheeseburger,eat,eat,eat,VERB,MSU-TEXAS
Cheeseburger,sell,sell,sell,VERB,MSU-TEXAS
Cheeseburger,throw away,throw,throw,VERB,MSU-TEXAS
Cheeseburger,throw away,away,away,ADV,MSU-TEXAS
Cheeseburger,draw,draw,dree,VERB,MSU-TEXAS
hamstring,muscle,muscle,muscle,NOUN,MSU-TEXAS
hamstring,pulled muscle,pulled,pull,VERB,MSU-TEXAS
hamstring,pulled muscle,muscle,muscle,NOUN,MSU-TEXAS
hamstring,human muscle,human,human,ADJ,MSU-TEXAS
hamstring,human muscle,muscle,muscle,NOUN,MSU-TEXAS
granddaughter,help with cooking,help,help,VERB,MSU-TEXAS
granddaughter,help with cooking,cooking,cook,NOUN,MSU-TEXAS
granddaughter,buy gifts,buy,buy,VERB,MSU-TEXAS
granddaughter,buy gifts,gifts,gift,NOUN,MSU-TEXAS
granddaughter,spoil,spoil,spoil,VERB,MSU-TEXAS
granddaughter,take on vacations,take,take,VERB,MSU-TEXAS
granddaughter,take on vacations,vacations,vacations,NOUN,MSU-TEXAS
seasoning,season food,season,season,NOUN,MSU-TEXAS
seasoning,season food,food,food,NOUN,MSU-TEXAS
seasoning,measure,measure,measure,NOUN,MSU-TEXAS
seasoning,cook,cook,cake,VERB,MSU-TEXAS
doorstep,walk to the door,walk,walk,VERB,MSU-TEXAS
doorstep,walk to the door,door,door,NOUN,MSU-TEXAS
doorstep,decorate,decorate,decorate,VERB,MSU-TEXAS
doorstep,clean,clean,clean,VERB,MSU-TEXAS
suede,used for blanket,used,use,VERB,MSU-TEXAS
suede,used for blanket,blanket,blanket,NOUN,MSU-TEXAS
suede,shirts,shirts,shirt,NOUN,MSU-TEXAS
suede,shorts,shorts,short,NOUN,MSU-TEXAS
suede,pants,pants,pants,NOUN,MSU-TEXAS
suede,socks,socks,sock,NOUN,MSU-TEXAS
suede,pillows,pillows,pillow,NOUN,MSU-TEXAS
suede,jackets,jackets,jacket,NOUN,MSU-TEXAS
hutch,serve food,serve,serve,VERB,MSU-TEXAS
hutch,serve food,food,food,NOUN,MSU-TEXAS
hutch,serve drinks,serve,serve,VERB,MSU-TEXAS
hutch,serve drinks,drinks,drink,NOUN,MSU-TEXAS
hutch,display,display,display,VERB,MSU-TEXAS
clip,hold hair,hold,hold,VERB,MSU-TEXAS
clip,hold hair,hair,hair,NOUN,MSU-TEXAS
clip,hold papers,hold,hold,VERB,MSU-TEXAS
clip,hold papers,papers,papers,NOUN,MSU-TEXAS
turnip,to eat,eat,eat,VERB,MSU-TEXAS
turnip,make smoothies,make,make,VERB,MSU-TEXAS
turnip,make smoothies,smoothies,smoothie,NOUN,MSU-TEXAS
turnip,make meals,make,make,VERB,MSU-TEXAS
turnip,make meals,meals,meal,NOUN,MSU-TEXAS
pedestal,support a statue,support,support,VERB,MSU-TEXAS
pedestal,support a statue,statue,statue,NOUN,MSU-TEXAS
pedestal,place laundry detergent,place,place,VERB,MSU-TEXAS
pedestal,place laundry detergent,laundry,laundry,NOUN,MSU-TEXAS
pedestal,place laundry detergent,detergent,detergent,NOUN,MSU-TEXAS
crayon,to color,color,color,NOUN,MSU-TEXAS
crayon,to trace,trace,trace,NOUN,MSU-TEXAS
crayon,to write,write,write,VERB,MSU-TEXAS
crayon,to learn,learn,learn,VERB,MSU-TEXAS
broker,trading,trading,trade,VERB,MSU-TEXAS
broker,sell orders,sell,sell,VERB,MSU-TEXAS
broker,sell orders,orders,order,NOUN,MSU-TEXAS
cocktail,to drink,drink,drink,VERB,MSU-TEXAS
cocktail,spend time with friends,spend,spend,NOUN,MSU-TEXAS
cocktail,spend time with friends,time,time,NOUN,MSU-TEXAS
cocktail,spend time with friends,friends,friend,NOUN,MSU-TEXAS
cocktail,to make,make,make,VERB,MSU-TEXAS
milkshake,to drink,drink,drink,VERB,MSU-TEXAS
milkshake,to make,make,make,VERB,MSU-TEXAS
milkshake,add different flavors ,add,add,VERB,MSU-TEXAS
milkshake,add different flavors ,different,different,ADJ,MSU-TEXAS
milkshake,add different flavors ,flavors,flavor,NOUN,MSU-TEXAS
paperhanger,decorate,decorate,decorate,VERB,MSU-TEXAS
paperhanger,hang stuff on the wall ,hang,hang,VERB,MSU-TEXAS
paperhanger,hang stuff on the wall ,stuff,stuff,NOUN,MSU-TEXAS
paperhanger,hang stuff on the wall ,wall,wall,NOUN,MSU-TEXAS
pellet,cooking,cooking,cook,VERB,MSU-TEXAS
pellet,fuel,fuel,fuel,NOUN,MSU-TEXAS
pellet,soak of water,soak,soak,NOUN,MSU-TEXAS
pellet,soak of water,water,water,NOUN,MSU-TEXAS
pellet,for fires,fires,fire,NOUN,MSU-TEXAS
tonic,drinking,drinking,drink,VERB,MSU-TEXAS
tonic,treatment,treatment,treatment,NOUN,MSU-TEXAS
tonic,cleaning,cleaning,clean,VERB,MSU-TEXAS
cleat,shoes,shoes,shoe,VERB,MSU-TEXAS
cleat,play baseball,play,play,VERB,MSU-TEXAS
cleat,play baseball,baseball,baseball,NOUN,MSU-TEXAS
cleat,play football,play,play,VERB,MSU-TEXAS
cleat,play football,football,football,NOUN,MSU-TEXAS
cleat,play soccer,play,play,VERB,MSU-TEXAS
cleat,play soccer,soccer,soccer,NOUN,MSU-TEXAS
author,writes books,writes,write,VERB,MSU-TEXAS
author,writes books,books,book,NOUN,MSU-TEXAS
author,writes letters,writes,write,VERB,MSU-TEXAS
author,writes letters,letters,letter,NOUN,MSU-TEXAS
author,writes essays,writes,write,VERB,MSU-TEXAS
author,writes essays,essays,essays,NOUN,MSU-TEXAS
author,writes in journals,writes,write,VERB,MSU-TEXAS
author,writes in journals,journals,journals,NOUN,MSU-TEXAS
author,reads,reads,read,VERB,MSU-TEXAS
author,sells books,sells,sell,NOUN,MSU-TEXAS
author,sells books,books,book,NOUN,MSU-TEXAS
doctor,goes to school,goes,go,VERB,MSU-TEXAS
doctor,goes to school,school,school,NOUN,MSU-TEXAS
doctor,helps patients,helps,help,VERB,MSU-TEXAS
doctor,helps patients,patients,patient,NOUN,MSU-TEXAS
doctor,does surgery,surgery,surgery,NOUN,MSU-TEXAS
roach,eat it,eat,eat,VERB,MSU-TEXAS
roach,cook it,cook,cake,VERB,MSU-TEXAS
roach,kill it,kill,kill,VERB,MSU-TEXAS
roach,burn it,burn,burn,VERB,MSU-TEXAS
stewardess,ask for help,ask,ask,VERB,MSU-TEXAS
stewardess,ask for help,help,help,VERB,MSU-TEXAS
stewardess,i can communicate,can,can,AUX,MSU-TEXAS
stewardess,i can communicate,communicate,communicate,VERB,MSU-TEXAS
pickle,eat it,eat,eat,VERB,MSU-TEXAS
pickle,cook it,cook,cake,VERB,MSU-TEXAS
pickle,baked it,baked,bake,VERB,MSU-TEXAS
pickle,drink it,drink,drink,VERB,MSU-TEXAS
battleship,drive it,drive,drive,VERB,MSU-TEXAS
battleship,launch missiles,launch,launch,VERB,MSU-TEXAS
battleship,launch missiles,missiles,missile,NOUN,MSU-TEXAS
bun,eat it,eat,eat,VERB,MSU-TEXAS
bun,cook it,cook,cake,VERB,MSU-TEXAS
bun,baked it,baked,bake,VERB,MSU-TEXAS
scrubber,cut it,cut,cut,VERB,MSU-TEXAS
scrubber,scrub objects,scrub,scrub,VERB,MSU-TEXAS
scrubber,scrub objects,objects,object,VERB,MSU-TEXAS
biscuit,eat it,eat,eat,VERB,MSU-TEXAS
biscuit,baked it,baked,bake,VERB,MSU-TEXAS
biscuit,cook it,cook,cake,VERB,MSU-TEXAS
wine,drink it,drink,drink,VERB,MSU-TEXAS
wine,throw it,throw,throw,VERB,MSU-TEXAS
plywood,cut it,cut,cut,VERB,MSU-TEXAS
plywood,burn it,burn,burn,VERB,MSU-TEXAS
plywood,build it,build,build,NOUN,MSU-TEXAS
locker,put items in a locker,put,put,VERB,MSU-TEXAS
locker,put items in a locker,items,item,NOUN,MSU-TEXAS
locker,put items in a locker,locker,locker,NOUN,MSU-TEXAS
locker,you can lock it with a code,can,can,AUX,MSU-TEXAS
locker,you can lock it with a code,lock,lock,NOUN,MSU-TEXAS
locker,you can lock it with a code,code,code,NOUN,MSU-TEXAS
snowdrift,eat it,eat,eat,VERB,MSU-TEXAS
snowdrift,store it,store,store,NOUN,MSU-TEXAS
blood,drink it,drink,drink,VERB,MSU-TEXAS
blood,store it,store,store,VERB,MSU-TEXAS
horsewhip,spank horses,spank,spank,VERB,MSU-TEXAS
horsewhip,spank horses,horses,horse,NOUN,MSU-TEXAS
horsewhip,tie it ,tie,tie,VERB,MSU-TEXAS
newsagent,selling newspapers,selling,sell,VERB,MSU-TEXAS
newsagent,selling newspapers,newspapers,newspaper,NOUN,MSU-TEXAS
newsagent,selling magazines,selling,sell,VERB,MSU-TEXAS
newsagent,selling magazines,magazines,magazine,NOUN,MSU-TEXAS
handsaw,cut wood,cut,cut,VERB,MSU-TEXAS
handsaw,cut wood,wood,wood,NOUN,MSU-TEXAS
handsaw,cut fruits,cut,cut,VERB,MSU-TEXAS
handsaw,cut fruits,fruits,fruit,NOUN,MSU-TEXAS
dagger,slice fruits,slice,slice,VERB,MSU-TEXAS
dagger,slice fruits,fruits,fruit,NOUN,MSU-TEXAS
dagger,slice vegatables,slice,slice,VERB,MSU-TEXAS
dagger,slice vegatables,vegetables,vegetables,NOUN,MSU-TEXAS
cheesecake,eat it,eat,eat,VERB,MSU-TEXAS
cheesecake,bake it,bake,bake,VERB,MSU-TEXAS
attorney,be a judge,judge,judge,NOUN,MSU-TEXAS
attorney,communicate,communicate,communicate,VERB,MSU-TEXAS
accessory,wear it,wear,wear,VERB,MSU-TEXAS
accessory,burn it,burn,burn,VERB,MSU-TEXAS
ferret,kill it,kill,kill,VERB,MSU-TEXAS
ferret,feed it,feed,feed,NOUN,MSU-TEXAS
propeller,break it,break,break,VERB,MSU-TEXAS
propeller,burn it,burn,burn,VERB,MSU-TEXAS
rhubarb,eat it,eat,eat,VERB,MSU-TEXAS
rhubarb,cook it,cook,cake,VERB,MSU-TEXAS
nostril,flex your nostril,flex,flex,VERB,MSU-TEXAS
nostril,flex your nostril,nostril,nostril,NOUN,MSU-TEXAS
nostril,fill it with tissue,fill,fill,NOUN,MSU-TEXAS
nostril,fill it with tissue,tissue,tissue,NOUN,MSU-TEXAS
herbivore,eat it,eat,eat,VERB,MSU-TEXAS
herbivore,cook it,cook,cake,VERB,MSU-TEXAS
brochure,eat it,eat,eat,VERB,MSU-TEXAS
brochure,cook it,cook,cake,VERB,MSU-TEXAS
teeth,grind your teeth,grind,grind,VERB,MSU-TEXAS
teeth,grind your teeth,teeth,tooth,NOUN,MSU-TEXAS
teeth,chew gum,chew,chew,VERB,MSU-TEXAS
teeth,chew gum,gum,gum,NOUN,MSU-TEXAS
book,read it,read,read,VERB,MSU-TEXAS
book,burn it,burn,burn,VERB,MSU-TEXAS
skate,brake it,brake,brake,VERB,MSU-TEXAS
skate,cut it,cut,cut,VERB,MSU-TEXAS
rind,eat it,eat,eat,VERB,MSU-TEXAS
rind,cook it,cook,cake,VERB,MSU-TEXAS
armband,wear it,wear,wear,VERB,MSU-TEXAS
armband,flex it,flex,flex,VERB,MSU-TEXAS
elbow,to straighten arm,straighten,straighten,VERB,MSU-TEXAS
elbow,to straighten arm,arm,arm,X,MSU-TEXAS
elbow,to bend arm,bend,bend,NOUN,MSU-TEXAS
elbow,to bend arm,arm,arm,X,MSU-TEXAS
elbow,to elbow an individual,elbow,elbow,ADV,MSU-TEXAS
elbow,to elbow an individual,individual,individual,ADJ,MSU-TEXAS
elbow,to connect forearm to bicep.,connect,connect,NOUN,MSU-TEXAS
elbow,to connect forearm to bicep.,forearm,forearm,NOUN,MSU-TEXAS
elbow,to connect forearm to bicep.,bicep,bicep,NOUN,MSU-TEXAS
cane,to walk,walk,walk,VERB,MSU-TEXAS
bench,to sit,sit,sit,VERB,MSU-TEXAS
bench,to lay down,lay,lay,VERB,MSU-TEXAS
rancher,feed animals,feed,feed,NOUN,MSU-TEXAS
rancher,feed animals,animals,animal,NOUN,MSU-TEXAS
rancher,grow crops,grow,grow,VERB,MSU-TEXAS
rancher,grow crops,crops,crop,NOUN,MSU-TEXAS
rancher,raise animals,raise,raise,VERB,MSU-TEXAS
rancher,raise animals,animals,animal,NOUN,MSU-TEXAS
clay,soil,soil,soil,NOUN,MSU-TEXAS
clay,to make pottery,make,make,VERB,MSU-TEXAS
clay,to make pottery,pottery,pottery,NOUN,MSU-TEXAS
clay,to mold objects,mold,mold,VERB,MSU-TEXAS
clay,to mold objects,objects,object,VERB,MSU-TEXAS
suit,wedding,wedding,wedding,NOUN,MSU-TEXAS
suit,funeral,funeral,funeral,NOUN,MSU-TEXAS
suit,work,work,work,NOUN,MSU-TEXAS
suit,fancy dinner,fancy,fancy,ADJ,MSU-TEXAS
suit,fancy dinner,dinner,dinner,NOUN,MSU-TEXAS
vessel,hold liquid,hold,hold,VERB,MSU-TEXAS
vessel,hold liquid,liquid,liquid,AUX,MSU-TEXAS
vessel,a boat to hold people,boat,boat,NOUN,MSU-TEXAS
vessel,a boat to hold people,hold,hold,VERB,MSU-TEXAS
vessel,a boat to hold people,people,people,NOUN,MSU-TEXAS
orchard,grow apples,grow,grow,VERB,MSU-TEXAS
orchard,grow apples,apples,apple,NOUN,MSU-TEXAS
asparagus,eat,eat,eat,VERB,MSU-TEXAS
asparagus,cook,cook,cake,VERB,MSU-TEXAS
belly,to store nutrients,store,store,NOUN,MSU-TEXAS
belly,to store nutrients,nutrients,nutrient,NOUN,MSU-TEXAS
coleslaw,to eat,eat,eat,VERB,MSU-TEXAS
hardware,pulls for kitchen cabinets,pulls,pull,NOUN,MSU-TEXAS
hardware,pulls for kitchen cabinets,kitchen,kitchen,NOUN,MSU-TEXAS
hardware,pulls for kitchen cabinets,cabinets,cabinet,NOUN,MSU-TEXAS
hardware,drawers,drawers,drawer,NOUN,MSU-TEXAS
wrapper,keep debris off food,keep,keep,VERB,MSU-TEXAS
wrapper,keep debris off food,debris,debris,NOUN,MSU-TEXAS
wrapper,keep debris off food,food,food,NOUN,MSU-TEXAS
block,build,build,build,NOUN,MSU-TEXAS
block,keep away,keep,keep,VERB,MSU-TEXAS
block,keep away,away,away,ADV,MSU-TEXAS
strainer,used in cooking,used,use,VERB,MSU-TEXAS
strainer,used in cooking,cooking,cook,VERB,MSU-TEXAS
strainer,draining water,draining,drain,VERB,MSU-TEXAS
strainer,draining water,water,water,NOUN,MSU-TEXAS
strainer,separate large from tiny particles,separate,separate,VERB,MSU-TEXAS
strainer,separate large from tiny particles,large,large,ADJ,MSU-TEXAS
strainer,separate large from tiny particles,tiny,tiny,ADJ,MSU-TEXAS
strainer,separate large from tiny particles,particles,particle,NOUN,MSU-TEXAS
altarpiece,decoration,decoration,decorate,VERB,MSU-TEXAS
saleslady,work,work,work,NOUN,MSU-TEXAS
saleslady,make revenue,make,make,VERB,MSU-TEXAS
saleslady,make revenue,revenue,revenue,NOUN,MSU-TEXAS
goblet,to hold liquid,hold,hold,VERB,MSU-TEXAS
goblet,to hold liquid,liquid,liquid,AUX,MSU-TEXAS
goblet,to drink out of,drink,drink,NOUN,MSU-TEXAS
mayor,to govern a town/city,govern,govern,NOUN,MSU-TEXAS
mayor,to govern a town/city,town,town,NOUN,MSU-TEXAS
mayor,to govern a town/city,city,city,NOUN,MSU-TEXAS
tube,swimming,swimming,swimm,VERB,MSU-TEXAS
tube,fishing,fishing,fishing,VERB,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,medical,medical,ADJ,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,supplies,supplies,NOUN,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,like,like,INTJ,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,feeding,feeding,NOUN,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,tube,tube,NOUN,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,receive,receive,VERB,MSU-TEXAS
tube,medical supplies/like a feeding tube to receive nutrients,nutrients,nutrient,NOUN,MSU-TEXAS
duck,to look at,look,look,VERB,MSU-TEXAS
duck,to have as a pet,pet,pet,VERB,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,hold,hold,VERB,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,essentials,essential,NOUN,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,like,like,INTJ,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,money,money,NOUN,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,chapstick,chapstick,NOUN,MSU-TEXAS
purse,hold essentials like money/chapstick etc.,etc,etc,X,MSU-TEXAS
platter,present food,present,present,ADJ,MSU-TEXAS
platter,present food,food,food,NOUN,MSU-TEXAS
veal,eat,eat,eat,VERB,MSU-TEXAS
landscape,make house look nice,make,make,VERB,MSU-TEXAS
landscape,make house look nice,house,house,NOUN,MSU-TEXAS
landscape,make house look nice,look,look,VERB,MSU-TEXAS
landscape,make house look nice,nice,nice,ADJ,MSU-TEXAS
landscape,work,work,work,NOUN,MSU-TEXAS
token,arcade,arcade,arcade,NOUN,MSU-TEXAS
wound,nurses treat wounds so give jobs,nurses,nurse,NOUN,MSU-TEXAS
wound,nurses treat wounds so give jobs,treat,treat,VERB,MSU-TEXAS
wound,nurses treat wounds so give jobs,wounds,wound,NOUN,MSU-TEXAS
wound,nurses treat wounds so give jobs,give,give,VERB,MSU-TEXAS
wound,nurses treat wounds so give jobs,jobs,job,NOUN,MSU-TEXAS
shell,protection,protection,protection,NOUN,MSU-TEXAS
chemicals,to make substances,make,make,VERB,MSU-TEXAS
chemicals,to make substances,substances,substance,NOUN,MSU-TEXAS
harp,play,play,play,VERB,MSU-TEXAS
harp,sooth,sooth,sooth,VERB,MSU-TEXAS
harp,in a band,band,band,NOUN,MSU-TEXAS
harp,get a job,get,get,VERB,MSU-TEXAS
harp,get a job,job,job,NOUN,MSU-TEXAS
harp,replicate,replicate,replicate,VERB,MSU-TEXAS
harp,burn,burn,burn,VERB,MSU-TEXAS
wildlife,watch,watch,watch,VERB,MSU-TEXAS
wildlife,admire,admire,admire,NOUN,MSU-TEXAS
